,row_B4_data
SPSB1,-4.111174049985934e-06
MAF,-4.1175306416686584e-06
TMEM176B,-4.211074214344591e-06
LY6A,-4.219828288842389e-06
S100A10,-4.228547768813816e-06
S100A6,-4.247692353406804e-06
TPT1,-4.313489803950136e-06
RGCC,-4.32976304251116e-06
DCXR,-4.341320211705434e-06
APLP2,-4.368504972417259e-06
EMP1,-4.376093414704145e-06
IFI27L2A,-4.454582613965205e-06
STMN1,-4.466947785776607e-06
CRIP1,-4.505715185594566e-06
CCR8,-4.515260241375135e-06
RPSA,-4.541349254124437e-06
RGS10,-4.642651337559224e-06
ITM2B,-4.7489781816958496e-06
B2M,-4.766717201255173e-06
ERDR1,-4.892588192754966e-06
ACSBG1,-4.965501800528387e-06
CTLA4,-4.995601424934454e-06
RPS5,-5.144290463876831e-06
SLC4A11,-5.159428138661996e-06
ID2,-5.228615947291843e-06
RPS4X,-5.276613798558443e-06
IL17A,-5.5230115384922935e-06
KCTD14,-5.634239526178036e-06
TNF,-5.697286868248133e-06
TUBB6,-5.7871167434368804e-06
MAPKAPK3,-5.832470203717594e-06
APOL9B,-5.9697012056351475e-06
B4GALT1,-6.073077350171232e-06
CAST,-6.090221539247733e-06
9030617O03RIK,-6.111750749699151e-06
MS4A4B,-6.144940329665215e-06
TNFSF4,-6.258013208532577e-06
FTH1,-6.471149760394691e-06
CKB,-6.551922951772977e-06
SELPLG,-6.552349935230455e-06
LSP1,-6.575869302944858e-06
HCLS1,-6.651303519550691e-06
PHLDA3,-6.798599762250076e-06
GRCC10,-6.817114439306297e-06
LGALS1,-6.908268058634191e-06
TNFRSF18,-7.019264043695954e-06
SH3BGRL3,-7.441698449843594e-06
PSRC1,-7.774141257362516e-06
BAX,-7.78385896398729e-06
TNFRSF4,-7.954288207029611e-06
LAT,-8.282360731759628e-06
NT5E,-8.428971639457272e-06
CYP11A1,-8.583576195510417e-06
SEPW1,-8.861904252401752e-06
LPXN,-9.087584562864714e-06
IFI47,-9.305935654847837e-06
FXYD5,-9.413475485776674e-06
CD81,-9.559621532150008e-06
GPX1,-9.74343093751565e-06
CCNG1,-9.88256744897416e-06
PDPN,-1.0274543873064749e-05
SERPINB1A,-1.0466323351539533e-05
UBB,-1.0820609453341046e-05
RPL23A,-1.09985180503641e-05
ACTB,-1.1127794157515916e-05
ID3,-1.1238850004729115e-05
IRF8,-1.3642829302035888e-05
FOXP3,-1.4069978839085324e-05
RPL41,-1.4146252415548244e-05
CCL20,-1.4444126558524092e-05
CTLA2B,-1.449722054461194e-05
PLP2,-1.4908739204133627e-05
OLFM2,-1.5595966813508737e-05
SGK1,-1.5821879558055373e-05
SERPINE2,-1.631720103638792e-05
CNDP2,-1.84234632866715e-05
IL17F,-1.892187682211508e-05
CCR7,-2.107780845309567e-05
LTB,-2.1975655212468583e-05
RGS1,-2.3686579054370456e-05
CD52,-2.4032565240788165e-05
VIM,-2.417216079780683e-05
TNFRSF13B,-2.5523880869319072e-05
ASS1,-2.77648695792726e-05
CDKN1A,-3.0802018013254483e-05
CTSW,-3.193194643626332e-05
TMSB4X,-3.687983111438147e-05
CTLA2A,-4.530578228286626e-05
CAPG,-5.838722801990608e-05
IL2,-5.980499339675868e-05
IGFBP4,-6.845804926987674e-05
AQP3,-7.722016715267101e-05
LTA,-9.886698803097557e-05
IL9,-0.00026754177516781963
