,HIV/AIDS,Diarrheal diseases,Nutritional deficiencies,Neonatal disorders,Neoplasms,Protein-energy malnutrition,Lower respiratory infections,Alzheimer's disease and other dementias,Exposure to forces of nature,Cardiovascular diseases,Tuberculosis,Chronic kidney disease,Conflict and terrorism,Diabetes mellitus,Drowning,Malaria,Meningitis,Parkinson's disease,Acute hepatitis,Maternal disorders,Self-harm,Cirrhosis and other chronic liver diseases,Digestive diseases,Road injuries ,Interpersonal violence,Environmental heat and cold exposure,Drug use disorders,"Fire, heat, and hot substances",Alcohol use disorders,Poisonings,Chronic respiratory diseases
2000,0.00038412001561047987,9.506897558300177e-05,8.257308756030163e-05,5.6298923718794795e-05,-0.00011726910510821047,8.72020540448762e-05,2.2423413214444905e-05,-0.00013036167738653516,-0.00023034156564481282,-0.00010970956730042142,9.125993783480656e-05,-6.256930347302162e-05,4.299721395256174e-06,-4.953564780884386e-05,2.11479673883392e-05,9.681682531465039e-06,1.4182863221799929e-05,-1.979530228197321e-05,9.366535167166189e-06,1.3749758372693142e-05,1.672998296416194e-05,-6.497730592679727e-06,-7.466304149660399e-06,1.5772081009341919e-06,8.747430546971992e-06,2.504857776176303e-06,4.61246947999936e-07,1.9877050227231716e-06,1.6536935365053443e-06,4.525111461126917e-07,7.364213344168333e-07
2001,0.0005757810404576455,4.414212574901932e-05,4.4195528445501245e-05,3.27575474894442e-05,-8.785773101360446e-05,4.9827340857363936e-05,2.747852607514151e-06,-9.785342767714691e-05,-3.8128266694266455e-05,-6.96350391122375e-05,5.616855792451377e-05,-4.123415482946676e-05,-7.620508500872373e-05,-3.142676004018615e-05,1.009526101363462e-05,2.197182234296843e-05,8.421284377236216e-06,-1.2968495846160438e-05,5.0835545940601615e-06,8.745925936382606e-06,6.055261936851314e-06,-3.0418505344618845e-06,-4.641288601041718e-06,2.084479921649258e-06,7.541027915028024e-06,3.1713232196427287e-06,4.414887182315177e-09,1.485187055773252e-06,3.278439344733735e-06,4.1887456340994073e-07,3.452851987100641e-07
2002,0.0007327357113572725,9.283561600453979e-06,1.6877174855040164e-05,1.5778922208688358e-05,-6.264476749687177e-05,2.2666965839419093e-05,-8.68489539317726e-07,-7.04480817886765e-05,-0.00023327135106364453,-3.2336697275111344e-05,2.6196101086148707e-05,-2.4567537962688797e-05,-8.184172180247497e-05,-1.6029346123375382e-05,1.93282086734428e-06,2.620486226599455e-05,3.074974885679797e-06,-7.485377263048303e-06,1.3534618820435022e-06,3.6279860878128017e-06,1.5353864512775183e-06,-8.788055310691219e-07,-2.4853981280199594e-06,2.076835521781236e-06,1.0993897136009085e-05,5.558432753074901e-06,-4.301369833359709e-07,7.022041394588578e-07,4.872470133918778e-06,3.3980920666108153e-07,3.72762163537512e-08
2003,0.0008714754181114222,-3.1543946044836416e-08,-2.510425978001393e-05,7.665339286166886e-06,-3.20797597734364e-05,-2.040370719790793e-05,-8.621816557362848e-06,-4.3666449615948895e-05,-1.8776618960696063e-05,-1.18491083653657e-05,8.948480184328873e-06,-1.165091946339809e-05,-6.490560757049037e-05,-6.0797576124106125e-06,-5.0762305083241696e-08,4.552031853839809e-05,1.615572391819466e-06,-3.674487278488561e-06,6.981497656749245e-08,9.314908892371317e-07,1.4645916155963952e-06,4.435916800157893e-09,-5.78870012151074e-07,3.001306615912707e-06,2.9590702344374302e-06,7.510390741226932e-06,-1.5920442857822838e-06,5.964729284747689e-07,6.780483920069719e-06,4.130519472992836e-07,-8.318016999629186e-08
2004,0.0009436095835455224,-1.3476613901855245e-05,-5.4549100475746195e-05,2.207158799649863e-06,-1.4275951102820207e-05,-4.513864927618264e-05,-2.672843248548119e-05,-2.2942816914737433e-05,0.0010008328779990319,-1.4893388512350527e-05,7.86705199841592e-09,-5.488463878267991e-06,-6.799438981213422e-05,-2.703652272858587e-06,-1.7894826739235544e-06,4.314239793714041e-05,2.9886635817454125e-07,-1.8040478009083714e-06,-3.934888485113986e-08,1.2160715670239778e-07,1.6889367284795209e-06,3.367126946148631e-07,-3.062043924211943e-07,4.028388584883505e-06,1.0407297509659578e-06,2.468591061172388e-06,-2.0174268333975293e-06,1.0656267616312466e-07,7.426466117210848e-06,5.341687658287506e-07,-2.87567111406016e-06
2005,0.000888331050481599,-3.3752731252898686e-05,-8.56684896903871e-05,-2.2145965556076227e-09,-1.9267968934875805e-06,-7.277610953964632e-05,-4.0992596823833955e-05,-7.901215450134883e-06,7.626267272395202e-05,-1.4017133829953045e-06,-2.4753727804896833e-06,-3.175024832852906e-07,-0.0001189545559935626,-5.189461264757259e-10,-4.48662316422462e-06,2.503510865178545e-05,3.5539431809202245e-08,-1.550181148336088e-07,-7.373913878980837e-08,6.718721313414806e-09,2.147133401717927e-06,2.82630559473443e-06,2.7635387736970436e-07,4.9387710538133125e-06,1.302610000307416e-07,3.150956187384915e-06,-7.30608480923618e-07,9.138780757013111e-08,7.624647032473166e-06,5.707361451853567e-07,-3.104728146733856e-06
2006,0.0007399274815046565,-3.8465941753662147e-05,-0.00011119879724763799,-9.420400972220977e-07,4.6614427241421113e-07,-9.723100430429686e-05,-5.255178105633036e-05,-1.2617288498621915e-07,-0.00010048911434005462,-2.061821818526838e-07,-8.673620017643621e-06,1.4105667439957023e-06,-5.4358159916347265e-05,1.8687230993683632e-06,-1.1269613315873894e-05,2.78407218353273e-05,6.709037614242392e-10,2.2741815210044914e-07,-6.181023049286615e-07,-1.7689232445498423e-07,7.237139655924709e-07,5.051531920270095e-06,1.4426339432926808e-06,5.561610868371196e-06,-8.656459730250972e-08,9.020224544176545e-07,-4.985586353093887e-07,-1.5883345685564927e-08,5.219358307023461e-06,1.4120131705946768e-07,-3.827271914098418e-06
2007,0.0005091426171806913,-5.9341160989814226e-05,-0.00014688114362541025,-6.431737277545757e-06,1.0311406041017476e-05,-0.00013082388155435032,-7.152957081055082e-05,3.826115183558777e-06,-0.00013564061086972286,1.3626049314224235e-06,-2.0247765164857078e-05,8.008818120744702e-06,-6.597606670711361e-05,6.4420204047418105e-06,-1.8174821897587348e-05,2.5970057809570116e-05,-4.300708653127508e-07,1.8863711084331973e-06,-2.3867513872051146e-06,-1.6006748479719497e-06,-5.04551151539835e-11,7.654656263016157e-06,2.956484293399359e-06,6.6210172864015885e-06,-1.0616744850898728e-06,-5.926746843327911e-08,-3.8410322758031097e-07,-1.9863691181307524e-07,2.9236311743240816e-06,4.918110524307882e-09,-3.699750336094167e-06
2008,0.00026975853753211836,-0.00010206845399529652,-0.00018946924940419158,-2.4924454070293037e-05,2.3692775493187315e-05,-0.000171593180283687,-0.00010390381251159818,1.3965851416918148e-05,0.000924935679607429,6.887386505634047e-06,-4.265272783365794e-05,1.7410825831422924e-05,-9.652683129023477e-05,1.1809150602698005e-05,-2.9586668657471905e-05,1.5350098308533915e-05,-4.186406549511467e-06,4.726647716238455e-06,-5.609576804447582e-06,-4.838753769843373e-06,-1.0216370418580153e-06,8.284782951315276e-06,3.0188643876346882e-06,5.342826036894299e-06,-1.5871634937135866e-06,-8.621832682651025e-07,-3.7476387095361914e-07,-8.769589492073438e-07,1.1064429000081716e-06,-1.213136530828486e-08,-3.784481881735635e-06
2009,0.00013336142394359575,-0.00015862626678448451,-0.0002233458546453508,-3.7598680843578796e-05,7.338651883751672e-05,-0.00020261526987610872,-0.00012016148174948853,4.285039366095397e-05,-0.00020291763919913218,3.525141333925565e-05,-6.947038340068151e-05,3.707770309038577e-05,-6.702306679600036e-05,2.3480033050732384e-05,-3.810313839575048e-05,1.0387230840205126e-05,-6.621811761562107e-06,1.0024882002716249e-05,-9.613557159339557e-06,-6.362515650483268e-06,-2.463960502650987e-06,1.0035499563255598e-05,4.481490149900946e-06,6.0651509035295034e-06,-1.2023578220132233e-06,-2.5863091572706035e-06,-2.9873357464131514e-07,-1.4760839781160573e-06,1.9896526300792824e-07,-3.6881232030823654e-08,-3.419113580972863e-06
2010,4.00964268569261e-05,-0.0002417157380202985,-0.000236235913231351,-7.876160152902006e-05,0.00010299938514433775,-0.00021265438816825682,-0.00016707280260625694,7.230185303948593e-05,0.0009520466644255532,6.064323469793858e-05,-0.00012395756339342052,5.4109401166903834e-05,-0.00015348552865209814,2.9964745895127726e-05,-5.152274632947096e-05,4.518782286842306e-06,-1.586178841433717e-05,1.4531827020977417e-05,-1.4924574995189925e-05,-1.1347786288626668e-05,-4.92505864970312e-06,8.88544710292053e-06,3.6343829059975173e-06,2.5813371731372103e-06,-3.965578744240527e-06,-6.251724809355518e-07,-2.6795721860078294e-07,-2.4858921633388664e-06,-2.7208518847518417e-08,-1.8626156846225102e-07,-6.9671946550045475e-06
2011,4.581920635946305e-06,-0.00027726867276272986,-0.0002621826022087795,-0.00011240958964281195,0.00017056135076997866,-0.0002384226282815177,-0.00018422345376856337,0.00012107170048982906,-3.364348908181257e-05,0.00011728674022250946,-0.00016464508935300887,8.802205441298789e-05,-0.00010679744597024847,5.2771677817974776e-05,-6.819077048197595e-05,-2.3043742142850852e-07,-2.9822710213171734e-05,2.2610063841840508e-05,-1.9412394204533907e-05,-1.5893705033242865e-05,-7.285495782336513e-06,1.1665692617205564e-05,6.9624880474857855e-06,1.062792833568841e-06,-5.360036831576759e-06,-6.655626307687404e-06,-7.006321085446283e-08,-3.4919948470286477e-06,-3.5556205312939606e-07,-5.466207117581642e-07,-2.845135976820316e-06
2012,-7.0923880768719e-06,-0.0003966856837724431,-0.000325803452418987,-0.00015964679052375783,0.00023559967889131596,-0.0003026820109260607,-0.00019568712987193477,0.00017593475909587837,-0.00023772908122137847,0.00016982914982201659,-0.00018994900663134849,0.00012058521856123626,-1.2979699703718562e-07,8.30660417026534e-05,-8.093845475202555e-05,-2.2594967067467034e-05,-4.823264472513704e-05,3.132900863495096e-05,-2.3392483910749046e-05,-2.5224380730732437e-05,-1.284668315305903e-05,1.185761090788124e-05,7.926599677489528e-06,1.7493331876228366e-08,-4.420066436211094e-06,-7.220803427198253e-06,-8.680037113821453e-11,-4.929326513714388e-06,-9.617851833018334e-07,-1.2335585674333544e-06,-2.2245469048681244e-06
2013,-5.0316545693829e-05,-0.0005065642372872573,-0.0003604918302492575,-0.00021966118091661622,0.0002935200703971276,-0.0003352775183573036,-0.00020166524773846837,0.0002345055623572546,-5.7866262369059914e-05,0.00022657065719640206,-0.00021866626693510657,0.0001591788269286196,1.5881792008562133e-07,0.00011756515740837261,-0.00010403691429071774,-7.694803613261998e-05,-6.918991242858494e-05,4.242196616746353e-05,-3.6268661358977944e-05,-3.218153485542275e-05,-2.2168597089918343e-05,1.0444679592252939e-05,8.852980142208555e-06,-2.391218315881484e-06,-6.486702347650245e-06,-1.0774682386914324e-05,3.3797945333136764e-07,-5.758839941152216e-06,-1.480377433246711e-06,-2.030875307572706e-06,-3.3647975953467603e-07
2014,-0.00011061859827163952,-0.0006663330045162466,-0.0003979345321829266,-0.0003185580136955677,0.000369622306564581,-0.0003713550979717738,-0.00022523396955267342,0.00030265878818497034,-0.00026830456706848887,0.0002804928486525634,-0.0002525616818160295,0.000194818063879613,0.00012153249334294683,0.00015992460196148205,-0.000129117206950179,-0.00012109467247833536,-9.087875543779681e-05,5.3360653096225935e-05,-5.329541276128947e-05,-4.822740822925663e-05,-3.351367483791828e-05,8.950708354558685e-06,8.75356281743872e-06,-8.753998966982122e-06,-9.03874964315585e-06,-1.2700920373634074e-05,1.8565995314107672e-06,-8.042899041594415e-06,-1.7079617662522667e-06,-3.5217653938613775e-06,-2.785207352484732e-09
2015,-0.0001877739560935982,-0.0008292942437265602,-0.00043848760449830904,-0.00044131785324112455,0.00045783638153999284,-0.00040890089929674386,-0.0002574242111741975,0.000368278941205349,-0.00015025641869299621,0.00037454569674504057,-0.0003267357831222722,0.00023331576144325393,6.115513674923186e-05,0.00020118075344346498,-0.0001487799683947351,-0.0001708548608277728,-0.000127901338341922,6.16769349585872e-05,-6.892491330111642e-05,-6.527177713724864e-05,-4.244031221088001e-05,1.0811265153410515e-05,1.1983295384157479e-05,-1.9151630723247305e-05,-1.0024808701642162e-05,-8.72182748124619e-06,5.177575885771329e-06,-9.290900950967884e-06,-1.8671004563418e-06,-5.182768300462251e-06,-1.7805646372666975e-08
2016,-0.00026268953205033237,-0.000978296275317445,-0.0004770710852658065,-0.0006337357005488133,0.0005607708311540661,-0.00044527514610220647,-0.00030741443760093877,0.0004554951384109179,-0.0002479672804831818,0.00046116844938402096,-0.00038523402229118835,0.00027593543783039753,4.651899651273133e-05,0.0002520655837226224,-0.0001716626409814289,-0.00027361562054757996,-0.00015210148300545537,7.164386203680601e-05,-8.573755404642702e-05,-7.981793012213414e-05,-4.849298422049202e-05,1.2977486506862961e-05,1.5596870821897872e-05,-2.9087454110425818e-05,-1.4966908676062609e-05,-1.7419660787235995e-05,1.1740462427530478e-05,-1.0798476286471187e-05,-1.9301033376236857e-06,-6.983450405678178e-06,1.1695657775787874e-07
2017,-0.0003846578931014973,-0.00104119602773495,-0.0005169858298770347,-0.0008598306384693206,0.0006658605404643424,-0.00048412274081244136,-0.00037532350542925476,0.0005524465227906054,-0.00018013487334351055,0.0005465989632803554,-0.000446163242181016,0.00030139082467243094,3.588647321582384e-06,0.0002997872241735002,-0.0002007734026423032,-0.00036770155762619414,-0.0001922967635112873,8.176138016059134e-05,-9.715703462527813e-05,-9.506080678546916e-05,-5.403414789359169e-05,1.662453691137259e-05,2.1091360974581056e-05,-3.876628092350221e-05,-1.4221367530268614e-05,-2.1262370899312972e-05,1.7580676914824735e-05,-1.2759990978179363e-05,-2.2864219800555378e-06,-9.544311614330194e-06,1.0561084432134321e-06
2018,-0.0005621345723316891,-0.001280838657799886,-0.0005858179767940237,-0.0011204994379020615,0.000792132488337682,-0.0005502414553480901,-0.00042978290713485516,0.0006370115280045574,-0.00021286818512837867,0.0006640685922023343,-0.0005494772367292838,0.00033115757220928115,-9.286274483025764e-06,0.0003442784421427065,-0.00021781923485178283,-0.0003876884685359973,-0.00023293940173202974,9.489363323252195e-05,-0.00010835995361237178,-0.0001053505953064936,-5.3190546557787145e-05,1.7134990670384623e-05,2.1673606059081875e-05,-4.518875452726287e-05,-1.6945760675204067e-05,-2.2939551314871283e-05,2.2131305636310825e-05,-1.286638758299808e-05,-2.060851359002506e-06,-1.1983752001834146e-05,4.41294363467574e-06
2019,-0.0006937097624866223,-0.0015087213555670474,-0.00064550370235313,-0.0013877767750076686,0.0009364594979419973,-0.0006064454276726574,-0.0004789228221199881,0.0007080584802438379,-0.00030382674799311546,0.0007778402755729084,-0.00066089356967329,0.00036162216790956367,-0.00013005614194699032,0.00038687607701047176,-0.0002421406688674219,-0.000379826235190146,-0.00026673571956460347,0.0001064817125526064,-0.00012093805517080029,-0.00011831374250726595,-6.080856613022547e-05,1.7262885816865048e-05,2.2328955271879673e-05,-5.856591122098203e-05,-2.7761300965218033e-05,-2.16580299448157e-05,2.7236512235616426e-05,-1.430509274781799e-05,-2.058014187006509e-06,-1.4707095729052025e-05,8.786391370947688e-06
